SSBSECT_TERM_CODE	SEMESTER	YEAR	SSBSECT_CRN	SSBSECT_SUBJ_CODE	STVDEPT_DESC	SSBSECT_CRSE_NUMB	SSBSECT_SEQ_NUMB	COURSE	SHORT_TITLE	LONG_TITLE	PRINT_TITLE	TYPE	SCBCRSE_DIVS_CODE	DIVSION_DESC	SCBCRSE_CREDIT_HR_LOW	SCBCRSE_CREDIT_HR_HIGH	DEFAULT_CREDITS	PRINT_CREDITS	SORT_SECTION	XLIST_1	XLIST_DESC_1	XLIST_2	XLIST_DESC_2	XLIST_3	XLIST_DESC_3	XLIST_4	XLIST_DESC_4	SSBSECT_MAX_ENRL	SSBSECT_WAIT_COUNT	SSBSECT_ENRL	SSBSECT_SEATS_AVAIL	SSBSECT_PTRM_CODE	PART_OF_SEMESTER	GRADE_MODE	HAS_FEE	MULTI_LEVEL_WITH	MULTI_LEVEL_PRINT	HAS_FINAL	FY	FOR_WHOM	IS_CP	INSTRUCTOR_LAST	INSTRUCTOR_FIRST	SSRMEET_BEGIN_TIME	SSRMEET_END_TIME	SSRMEET_BLDG_CODE	STVBLDG_DESC	SSRMEET_ROOM_CODE	SSRMEET_MON_DAY	SSRMEET_TUE_DAY	SSRMEET_WED_DAY	SSRMEET_THU_DAY	SSRMEET_FRI_DAY	SSRMEET_SAT_DAY	SSRMEET_SUN_DAY	PRINT_DAYS	PRINT_TIME	DIVISION_CREDIT	SPECIAL_PROGRAM	CRNKEY
202408	FALL	2024	244	SOCS	Social Science	022A	0	SOCS 022A	Cold War Civil Rights 1		Cold War Civil Rights 1	High School	0004	Social Studies	0.5		0.5	.5	E									15	0	11	4	HS	Full Semester 	Graded					A	bard academy		Stephens	Carla	1305	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	13	M	T		R				MTR	1:05-2:30 PM	none	 	202408244
202408	FALL	2024	325	SOCS	Social Science	024A	RM	SOCS 024A RM	Cold War Global History		Cold War Global History	High School	0004	Social Studies	0	0.5	0.5	.5	E									5	0	3	2	HS	Full Semester 	Graded						 		Tong	Xin	0830	1000					T						T	8:30-10:00 AM	none	 	202408325
202408	FALL	2024	325	SOCS	Social Science	024A	RM	SOCS 024A RM	Cold War Global History		Cold War Global History	High School	0004	Social Studies	0	0.5	0.5	.5	E									5	0	3	2	HS	Full Semester 	Graded						 		Tong	Xin	0830	0925							R	F			RF	8:30-9:25 AM	none	 	202408325
202408	FALL	2024	6	SOCS	Social Science	02A	0	SOCS 02A	Religion and Lived Experience		Religion and Lived Experience	High School	0004	Social Studies	0	0.5	0.5	.5	E									15	0	15	0	HS	Full Semester 	Graded					A	bard academy		Boswell	Kathryn	1440	1605	CL3	Classroom Bldg 3 (by Lec Ctr)	11		T		R				TR	2:40-4:05 PM	none	 	2024086
202408	FALL	2024	6	SOCS	Social Science	02A	0	SOCS 02A	Religion and Lived Experience		Religion and Lived Experience	High School	0004	Social Studies	0	0.5	0.5	.5	E									15	0	15	0	HS	Full Semester 	Graded					A	bard academy		Boswell	Kathryn	1305	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	11			W					W	1:05-2:30 PM	none	 	2024086
202408	FALL	2024	368	SOCS	Social Science	218M	2	SOCS 218M 2	Culture&EnvironmentMontserrat		Culture&EnvironmentMontserrat	College	0004	Social Studies	0	1	1	1 p/f	E									15	0	9	6	1	Full Semester 	Pass/Fail						 		Boswell	Kathryn	1615	1740	CL1	Classroom Bldg 1 (by Library)	03			W					W	4:15-5:40 PM	Social Studies	 	202408368
202408	FALL	2024	167	SOCS	Social Science	224	0	SOCS 224	CP Globalization		CP Globalization	College	0004	Social Studies	0	3	3	3	E	SOC	Sociology							15	0	15	0	1	Full Semester 	Graded				N	Y	first semester	CP	Oyogoa	Francisca	1305	1430	CL1	Classroom Bldg 1 (by Library)	04		T		R				TR	1:05-2:30 PM	Social Studies	 	202408167
202408	FALL	2024	176	SOCS	Social Science	237	0	SOCS 237	CP War,Ecosystems&Human Rights	CP International Wars & Ecosystem: Ukraine-Russia, Gaza-Israel: Human Rights and Anthro. Perspective	CP International Wars & Ecosystem: Ukraine-Russia, Gaza-Israel: Human Rights and Anthro. Perspective	College	0004	Social Studies	0	3	3	3	E									15	0	16	-1	1	Full Semester 	Graded				N	Y	first semester	CP	Kaputu	Felix	1005	1130	CL3	Classroom Bldg 3 (by Lec Ctr)	10	M		W					MW	10:05-11:30 AM	Social Studies	 	202408176
202408	FALL	2024	238	SOCS	Social Science	309M	2	SOCS 309M 2	Readings in Research Methods		Readings in Research Methods	College	0004	Social Studies	0	2	2	2	E									16	0	17	-1	3	MOD2	Graded				N	N	not first semester		O'Dwyer	Anne	1305	1430	CL1	Classroom Bldg 1 (by Library)	02		T		R				TR	1:05-2:30 PM	Social Studies	 	202408238
202408	FALL	2024	45	SPAN	Spanish	01A	0	SPAN 01A	Spanish I		Spanish I	High School	0002	Languages & Literature	0.5		0.5	.5	F									15	0	8	7	HS	Full Semester 	Graded					A	bard academy		Franco Arabia	David	1205	1300	CL3	Classroom Bldg 3 (by Lec Ctr)	11	M	T	W	R				MTWR	12:05-1:00 PM	none	 	20240845
202408	FALL	2024	192	SPAN	Spanish	02A	0	SPAN 02A	Spanish II		Spanish II	High School	0002	Languages & Literature	0	0.5	0.5	.5	F									15	0	8	7	HS	Full Semester 	Graded					A	bard academy		Giraldo-Wonders	Daniel	1205	1300	LIE	Liebowitz Arts Center	02	M	T	W	R				MTWR	12:05-1:00 PM	none	 	202408192
202408	FALL	2024	193	SPAN	Spanish	100	A	SPAN 100 A	Spanish Language & Context I		Spanish Language & Context I	College	0002	Languages & Literature	0	4	4	4	F									15	0	6	9	1	Full Semester 	Graded				6	Y	first semester		Giraldo-Wonders	Daniel	1035	1130	LIE	Liebowitz Arts Center	02		T		R				TR	10:35-11:30 AM	Lang&Lit	 	202408193
202408	FALL	2024	193	SPAN	Spanish	100	A	SPAN 100 A	Spanish Language & Context I		Spanish Language & Context I	College	0002	Languages & Literature	0	4	4	4	F									15	0	6	9	1	Full Semester 	Graded				6	Y	first semester		Giraldo-Wonders	Daniel	1005	1130	LIE	Liebowitz Arts Center	02	M		W					MW	10:05-11:30 AM	Lang&Lit	 	202408193
202408	FALL	2024	194	SPAN	Spanish	204	0	SPAN 204	Intermediate Spanish I	Intermediate Spanish I: Perspectives of Latin America	Intermediate Spanish I: Perspectives of Latin America	College	0002	Languages & Literature	0	3	3	3	F									15	0	5	10	1	Full Semester 	Graded				N	P	first semester with permission		Giraldo-Wonders	Daniel	1305	1430	LIE	Liebowitz Arts Center	02		T		R				TR	1:05-2:30 PM	Lang&Lit	 	202408194
202408	FALL	2024	369	SPAN	Spanish	343T	0	SPAN 343T	Hispanophone Fantastic Tales		Hispanophone Fantastic Tales	College	0002	Languages & Literature	0	4	4	4	F									1	0	1	0	1	Full Semester 	Graded						 		Franco Arabia	David	1615	1740	CL3	Classroom Bldg 3 (by Lec Ctr)	13		T		R				TR	4:15-5:40 PM	none	 	202408369
202408	FALL	2024	203	THEA	Theater	103	0	THEA 103	Foundations of Acting	Foundations of Acting: Action, Movement & Character	Foundations of Acting: Action, Movement & Character	College	0001	Arts	0	3	3	3	E									15	0	4	11	1	Full Semester 	Graded			THEA 103/203	N	Y	first semester		Katzoff	Sara	1305	1430	DAC	Daniel Arts Center	002		T		R				TR	1:05-2:30 PM	Arts	 	202408203
202408	FALL	2024	156	THEA	Theater	108	0	THEA 108	Costume Design & Execution		Costume Design & Execution	College	0001	Arts	0	3	3	3	E									12	0	4	8	1	Full Semester 	Graded	$HIGH		THEA 108/208/308	N	Y	first semester		Veale	George	1305	1430	DAC	Daniel Arts Center	018		T		R				TR	1:05-2:30 PM	Arts	 	202408156
202408	FALL	2024	204	THEA	Theater	203	0	THEA 203	Foundations of Acting II	Foundations of Acting: Action, Movement & Character	Foundations of Acting: Action, Movement & Character	College	0001	Arts	0	3	3	3	E									15	0	0	15	1	Full Semester 	Graded		THEA 103		N	P	first semester with permission		Katzoff	Sara	1305	1430	DAC	Daniel Arts Center	002		T		R				TR	1:05-2:30 PM	Arts	 	202408204
202408	FALL	2024	65	THEA	Theater	206	0	THEA 206	Theater Production		Theater Production	College	0001	Arts	0	4	4	4	E									15	0	4	11	1	Full Semester 	Graded	$HIGH		THEA 206/306/406	N	P	first semester with permission		Michel	Aimee	1805	2100	DAC	Daniel Arts Center	001	M	T		R				MTR	6:05-9:00 PM	Arts	 	20240865
202408	FALL	2024	180	THEA	Theater	207	0	THEA 207	Theater Production: Tech		Theater Production: Tech	College	0001	Arts	0	4	4	4	E									15	0	2	13	1	Full Semester 	Graded	$MED		THEA 207/307/407	N	P	first semester with permission		Earl	Leo	1000	1230	DAC	Daniel Arts Center	002					F			F	10:00-12:30 PM	Arts	 	202408180
202408	FALL	2024	157	THEA	Theater	208	0	THEA 208	Costume Design & Execution		Costume Design & Execution	College	0001	Arts	0	3	3	3	E									12	0	0	12	1	Full Semester 	Graded	$HIGH	THEA 108		N	P	first semester with permission		Veale	George	1305	1430	DAC	Daniel Arts Center	018		T		R				TR	1:05-2:30 PM	Arts	 	202408157
202408	FALL	2024	98	THEA	Theater	232	0	THEA 232	WCP Women Playwrights	WCP Women Playwrights Speak Outloud (OSUN)	WCP Women Playwrights Speak Outloud (OSUN)	College	0001	Arts	0	3	3	3	E	GS	Gender Studies	LIT	Literature					10	0	5	5	1	Full Semester 	Graded				N	Y	first semester	CP	Michel	Aimee	1035	1200	ONL	Online			T		R				TR	10:35-12:00 PM	Arts	 	20240898
202408	FALL	2024	250	THEA	Theater	239AM	1	THEA 239AM 1	Director Designer: Process	The Director Designer Collaboration: Process	The Director Designer Collaboration: Process	College	0001	Arts	0	2	2	2	E									15	0	2	13	2	MOD1	Graded				N	P	first semester with permission		Michel	Aimee	1440	1605	DAC	Daniel Arts Center	135	M		W					MW	2:40-4:05 PM	Arts	 	202408250
202408	FALL	2024	123	THEA	Theater	243	0	THEA 243	The Art of Sound Design		The Art of Sound Design	College	0001	Arts	0	3	3	3	E									15	0	5	10	1	Full Semester 	Graded				N	Y	first semester		Schane-Lydon	Monk	1005	1130	DAC	Daniel Arts Center	139	M		W					MW	10:05-11:30 AM	Arts	 	202408123
202408	FALL	2024	178	THEA	Theater	247	0	THEA 247	Solo Performance Workshop		Solo Performance Workshop	College	0001	Arts	0	3	3	3	E									15	0	3	12	1	Full Semester 	Graded			THEA 247/347	N	P	first semester with permission		Katzoff	Sara	1305	1430	DAC	Daniel Arts Center	002	M		W					MW	1:05-2:30 PM	Arts	 	202408178
202408	FALL	2024	330	THEA	Theater	300T	SK	THEA 300T SK	Stage Management Tutorial		Performance Studies: Practice	College	0001	Arts	0	4	4	4	E									5	0	1	4	1	Full Semester 	Graded						 		Katzoff	Sara														-	Arts	 	202408330
202408	FALL	2024	66	THEA	Theater	306	0	THEA 306	Theater Production		Theater Production	College	0001	Arts	0	4	4	4	E									15	0	5	10	1	Full Semester 	Graded	$HIGH	THEA 306		N	N	not first semester		Michel	Aimee	1805	2100	DAC	Daniel Arts Center	001	M	T		R				MTR	6:05-9:00 PM	Arts	 	20240866
202408	FALL	2024	181	THEA	Theater	307	0	THEA 307	Theater Production: Tech		Theater Production: Tech	College	0001	Arts	0	4	4	4	E									15	0	2	13	1	Full Semester 	Graded	$MED	THEA 207		N	N	not first semester		Earl	Leo	1000	1230	DAC	Daniel Arts Center	002					F			F	10:00-12:30 PM	Arts	 	202408181
202408	FALL	2024	158	THEA	Theater	308	0	THEA 308	Costume Design & Execution		Costume Design & Execution	College	0001	Arts	0	4	4	4	E									12	0	0	12	1	Full Semester 	Graded	$HIGH	THEA 108		N	N	not first semester		Veale	George	1305	1430	DAC	Daniel Arts Center	018		T		R				TR	1:05-2:30 PM	Arts	 	202408158
202408	FALL	2024	179	THEA	Theater	347	0	THEA 347	Solo Performance Workshop		Solo Performance Workshop	College	0001	Arts	0	4	4	4	E									15	0	0	15	1	Full Semester 	Graded		THEA 247		N	N	not first semester		Katzoff	Sara	1305	1430	DAC	Daniel Arts Center	002	M		W					MW	1:05-2:30 PM	Arts	 	202408179
202408	FALL	2024	67	THEA	Theater	406	0	THEA 406	Theater Production		Theater Production	College	0001	Arts	0	4	4	4	E									15	0	1	14	1	Full Semester 	Graded	$HIGH	THEA 206		N	N	not first semester		Michel	Aimee	1805	2100	DAC	Daniel Arts Center	001	M	T		R				MTR	6:05-9:00 PM	Arts	 	20240867
202408	FALL	2024	183	THEA	Theater	407	0	THEA 407	Theater Production: Tech		Theater Production: Tech	College	0001	Arts	0	4	4	4	E									15	0	1	14	1	Full Semester 	Graded	$MED	THEA 207		N	N	not first semester		Earl	Leo	1000	1230	DAC	Daniel Arts Center	002					F			F	10:00-12:30 PM	Arts	 	202408183
202408	FALL	2024	297	WKS	Workshop	001	C	WKS 001 C	Writing and Thinking Workshop		Writing and Thinking Workshop	High School	0007	General Education	0		0	0 p/f	E									15	0	9	6	10	W&T	Pass/Fail						 		Burkart	Jack	0930	1430	LIE	Liebowitz Arts Center	DS	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408297
202408	FALL	2024	281	WKS	Workshop	001	B	WKS 001 B	Writing and Thinking Workshop		Writing and Thinking Workshop	High School	0007	General Education	0		0	0 p/f	E									20	0	10	10	10	W&T	Pass/Fail						 		Robbins	Jessica	0930	1430	LIE	Liebowitz Arts Center	02	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408281
202408	FALL	2024	280	WKS	Workshop	001	A	WKS 001 A	Writing and Thinking Workshop		Writing and Thinking Workshop	High School	0007	General Education	0		0	0 p/f	E									20	0	12	8	10	W&T	Pass/Fail						 		Landi	Amanda	0930	1430	LIE	Liebowitz Arts Center	01	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408280
202408	FALL	2024	286	WKS	Workshop	100	D	WKS 100 D	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	10	4	10	W&T	Pass/Fail						 		Kaputu	Felix	0930	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	09	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408286
202408	FALL	2024	283	WKS	Workshop	100	A	WKS 100 A	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	11	3	10	W&T	Pass/Fail						 		Lubitz	Zoey	0930	1430	CL1	Classroom Bldg 1 (by Library)	02	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408283
202408	FALL	2024	284	WKS	Workshop	100	B	WKS 100 B	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	11	3	10	W&T	Pass/Fail						 		Myers	John	0930	1430	CL1	Classroom Bldg 1 (by Library)	03	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408284
202408	FALL	2024	288	WKS	Workshop	100	F	WKS 100 F	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	12	2	10	W&T	Pass/Fail						 		Giraldo-Wonders	Daniel	0930	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	10	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408288
202408	FALL	2024	285	WKS	Workshop	100	C	WKS 100 C	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	10	4	10	W&T	Pass/Fail						 		Franco Arabia	David	0930	1430	CL1	Classroom Bldg 1 (by Library)	04	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408285
202408	FALL	2024	289	WKS	Workshop	100	G	WKS 100 G	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	11	3	10	W&T	Pass/Fail						 		Domenick	Chris	0930	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	12	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408289
202408	FALL	2024	287	WKS	Workshop	100	E	WKS 100 E	Writing and Thinking Workshop		Writing and Thinking Workshop	College	0007	General Education	0		0	0 p/f	E									14	0	12	2	10	W&T	Pass/Fail						 		Boswell	Kathryn	0930	1430	CL3	Classroom Bldg 3 (by Lec Ctr)	11	M	T	W	R		S	U	MTWR	9:30-2:30 PM	none	 	202408287
202408	FALL	2024	264	WKS	Workshop	400	0	WKS 400	Senior Thesis Workshop		Senior Thesis Workshop	College	0007	General Education	0		0	0 p/f	E									30	0	25	5	10	W&T	Pass/Fail						 		McGuire	KellyAnne														-	none	 	202408264
202408	FALL	2024	28	WS	Gender Studies	213	0	WS 213	WCP Women Write the World	WCP Women Write the World (OSUN)	WCP Women Write the World (OSUN)	College	0005	Interdivisional	0	3	3	3	E	COM	Communications	LIT	Literature					20	0	14	6	1	Full Semester 	Graded				N	Y	first semester	CP	Browdy	Jennifer	1035	1200	ONL	Online			T		R				TR	10:35-12:00 PM	Lang&Lit	 	20240828
